6.4991e-05,0.00012532,0.00039975,0.00020094,0.002119,0.00041051,0.00015089,0.00052801,0.00049423,0.00027748,0.0011797,0.00014296,0.00012474,3.8742e-05,0.00034128,0.00039755,0.00050031,0.0025165,0.0019923,-0.06039,0.0013845,0.00013588,0.00028143,0.00042903,0.00060502,0.00075635,0.00089338,0.00014546,0.00062982,-0.0047855,0.00055405
0.00031591,-0.00031088,0.0024857,0.0039716,0.005795,-0.00049363,0.0002414,0.000942,0.0024335,0.0027067,0.0018023,0.00040305,0.00047392,0.00089705,-0.00034178,0.0073514,0.003334,0.0038291,0.0091047,-0.020333,0.0022631,-0.0011994,1.885e-05,0.0069099,6.0068e-06,0.011572,0.0061111,0.00052292,0.0016181,-0.010017,0.00049274
2.0251e-05,5.2434e-05,7.403e-05,-1.0335e-05,-0.004309,-3.3092e-06,6.5928e-05,2.7017e-05,4.3181e-06,9.0606e-05,6.7868e-05,-1.0382e-05,4.776e-05,9.5059e-05,1.4098e-05,0.00016775,5.1005e-05,0.00026767,0.00042598,-0.013186,5.7122e-05,4.4335e-05,-1.9553e-05,2.472e-05,8.1023e-06,0.00011249,0.00020221,0.00022104,7.5128e-05,-0.0011361,0.0001084
-0.00056705,-0.0012943,0.00058633,-2.9036e-05,-0.11827,-0.0014607,0.00029279,-1.6954e-05,-0.00061075,0.00033026,0.00067281,-0.00021147,3.3485e-05,5.5996e-05,-0.00086194,9.1268e-05,0.0001716,9.3144e-05,0.0006197,-0.27664,0.0002297,-0.0014777,-0.0013045,-8.5782e-06,-0.0005056,0.00033454,0.0011474,-0.00010996,0.00024773,-0.031612,-0.00052059
3.5923e-05,0.00033356,0.00035331,3.7821e-05,-0.009323,6.0428e-05,0.001347,0.0005123,0.00026824,0.00046539,0.00089412,0.00038445,0.00036924,9.6383e-05,0.0024733,0.0018102,0.00055356,0.0015422,0.0039272,-0.6822,0.0012368,-0.0003089,-0.00049749,0.00012608,0.00049188,0.00090483,0.00061517,8.0048e-05,0.00089002,-0.010873,0.00064875
0.00085545,0.0084545,0.0007038,0.0012321,-0.0028908,0.0020392,0.0024031,0.0010469,0.00032434,0.00078503,0.0011209,0.00013395,0.00027888,0.0013782,0.0022287,0.0037603,0.00070317,0.0011687,0.003521,-0.30048,0.0012927,0.0018815,0.0001041,0.00013203,0.00068413,0.00090904,0.0016939,0.00025825,0.001476,-0.0033281,0.00071127
0.0009325,0.013715,0.00018156,0.0047035,-0.22371,0.0012809,0.026944,0.0022089,-0.00096189,0.0011097,0.0081156,0.00010199,0.00052425,0.0013687,NaN,0.035868,0.0030577,0.026421,0.0026715,-2.2168,0.0014848,0.018388,0.013741,-0.00066239,0.00077629,0.0023829,0.0020765,0.00033024,0.0014208,-0.041592,0.00052122
0.00056233,0.00072892,0.00058966,0.00031407,-0.0037519,0.0007803,0.00032244,0.00025744,0.00025765,0.00049384,0.00052711,3.6128e-05,0.0003045,0.00035886,6.9317e-05,NaN,0.00026544,0.00028938,0.00089345,-0.05225,0.00074951,0.00045063,-6.1892e-05,0.00011539,0.00010807,0.00050895,0.0008704,0.00015768,0.00053048,-0.0019102,0.00040685
0.00013831,3.2603e-05,0.00012997,9.2118e-05,-0.024236,9.9823e-05,5.3605e-05,8.9533e-06,-2.3841e-06,8.9356e-05,9.0503e-05,-3.838e-05,3.596e-05,3.3088e-05,-5.6326e-06,6.7914e-05,3.8748e-05,3.1987e-05,0.00016408,-0.083518,0.00013084,4.8659e-05,-0.00015521,-1.5687e-06,3.1287e-06,0.00011577,0.00023742,-2.2683e-05,0.00011067,-0.00153,3.0431e-05
3.4085e-05,-1.9853e-05,6.0176e-05,5.527e-05,-0.013024,0.00010917,2.6848e-05,-1.2674e-05,-3.152e-05,5.5179e-05,7.3707e-05,-4.0915e-05,7.8605e-05,2.8151e-05,-3.763e-05,0.00020668,2.2135e-05,2.9292e-05,0.00013172,-0.022855,4.8818e-05,-2.5335e-05,-0.00014221,-1.834e-05,-6.7802e-05,5.0729e-05,0.00020064,-9.8174e-06,9.6e-05,-0.0027048,3.163e-05
-1.5033e-05,-0.00017865,6.8677e-05,2.2395e-07,-0.011577,-0.00012633,3.7967e-05,-0.00012547,-0.00016067,0.00030308,0.00016727,-0.00011795,0.00011594,-7.5304e-05,-0.00058105,-7.5108e-05,9.0711e-05,4.3375e-05,0.00022843,-0.060401,3.8828e-05,-0.00041948,-0.0012536,-0.00010009,NaN,0.00013699,0.00021465,-9.8809e-05,-1.4207e-05,-0.0047664,4.4056e-06
0.00029907,0.00017712,0.00023855,0.00018637,-0.058328,0.00041798,0.00045185,-5.5836e-05,-8.9605e-05,0.00010979,0.00015765,-2.8145e-05,5.0863e-05,0.00015606,-0.00029927,0.0009932,5.0127e-05,9.1913e-05,0.00065072,-0.28371,7.3588e-05,0.00010312,-8.1584e-05,-5.1395e-06,-2.8624e-05,0.00018193,0.00045422,-0.00010919,0.00026904,-0.0038971,3.3436e-05
0.00013967,6.2633e-05,0.00013331,7.0394e-05,-0.0020366,0.00017487,9.5751e-05,3.9083e-05,-7.0895e-06,0.0001234,8.8108e-05,-1.989e-05,3.4431e-05,6.1651e-05,-0.00010002,0.00047098,5.5459e-05,4.4158e-05,0.00041462,-0.074287,0.00010525,-9.6556e-05,-1.5615e-05,3.3391e-05,-5.1309e-05,0.00020085,0.0002855,-3.145e-05,0.00019242,-0.0020125,5.8408e-05
-0.060305,-0.01282,NaN,-0.015836,0.08015,NaN,-0.0013287,NaN,-0.0048641,-0.0029918,-0.001912,NaN,-0.00094129,NaN,NaN,NaN,-0.0022618,-0.0017733,-0.00095625,-0.26494,NaN,NaN,NaN,NaN,-0.0079259,-0.0015095,-0.0034501,-0.004815,-0.0029382,-0.040197,-0.014109
-0.00092276,-0.0027016,-0.0014776,-0.00069974,-0.19831,-0.004795,6.2039e-05,-0.00042371,-0.0041606,-7.4375e-05,1.7517e-05,-0.00049197,-0.0002981,-0.00010295,-0.0017118,NaN,4.594e-05,0.00013827,0.00165,NaN,0.00028403,-0.0013211,-0.0014034,-0.00028087,-0.0010975,0.00065451,0.00069469,-0.00063881,0.00035631,-0.17813,-0.00067751
-0.00083019,-0.0020874,-0.00011352,-0.00039427,0.0094688,NaN,-0.00049191,-0.00044956,-0.00073992,-0.0002954,-0.00010508,-0.00059561,-0.00055161,-0.00020498,-0.00087055,-0.0016829,-0.00027091,-0.00018358,1.9412e-06,NaN,-0.00019469,NaN,-0.001067,-0.000146,-0.00093245,0.00014847,-0.0003709,-0.00055868,-0.00075011,-0.018876,-0.00076255
0.00069988,0.00040434,0.0018715,0.00011521,-0.041224,0.0004835,0.0019416,0.0012379,0.0012708,0.0013452,0.0012956,0.00074758,0.00059647,0.001913,NaN,0.0047536,0.0010074,0.0019361,0.0042568,-0.3295,0.0032164,0.00059918,0.0012363,0.00041599,-0.00026249,0.0020636,0.0027138,0.00074358,0.0017548,-0.03445,0.00019157
-0.00030897,-0.00084848,0.0014059,4.0658e-05,-0.20711,-0.008454,0.00050726,-0.0005553,NaN,-0.00046841,4.4871e-05,-0.001232,-8.0516e-06,0.00016194,-0.00071171,-0.00038074,-1.6423e-05,8.7179e-05,0.00032865,-0.13053,-7.1805e-05,-0.0014121,-0.00027557,NaN,-0.00083826,0.00014735,0.00082577,-0.00027671,-7.7785e-05,-0.019156,3.4173e-05
-0.002018,-0.0030339,-0.015966,-0.0019589,0.051705,NaN,0.0005815,-0.00059736,-0.0004527,-0.0022946,-0.0015844,-0.00073384,0.00014077,7.8638e-05,-0.00048547,0.003014,-0.00045387,0.00045351,0.0020666,-0.18489,-0.0023274,-0.00082834,-0.0016094,-0.00081765,-0.0010784,0.00090362,0.0010525,0.001245,-0.00050448,-0.0052841,NaN
0.00031733,-0.00024833,0.00017873,7.4126e-05,-0.012379,-0.00019852,0.00044557,8.1811e-05,6.4034e-05,0.0001971,0.000242,-3.0311e-05,0.00016563,NaN,NaN,0.00022597,5.7211e-05,0.00017177,0.00062417,-0.069156,0.00011159,-0.00019086,-0.00023267,5.4012e-06,-7.4602e-05,0.00012915,0.00051697,-7.0287e-05,0.00034997,-0.006068,4.607e-05
-1.1102e-16,0,0,-1.1102e-16,0,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,0,0,0,0,0,-1.1102e-16,0,0,-1.1102e-16,0,0,-1.1102e-16,0,0,0,0,0
0,-1.1102e-16,0,0,0,-1.1102e-16,-1.1102e-16,0,0,0,-1.1102e-16,0,0,0,0,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,-1.1102e-16,-1.1102e-16,0,0,0
2.2204e-16,2.2204e-16,0,0,0,0,0,0,-1.1102e-16,0,0,0,-1.1102e-16,0,0,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,0,-1.1102e-16,0,0
0,-1.1102e-16,0,2.2204e-16,0,0,0,0,0,0,0,2.2204e-16,0,0,0,0,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,0,0,0,0,0,0,-1.1102e-16,0,-1.1102e-16
0,-1.1102e-16,0,2.2204e-16,0,-1.1102e-16,-1.1102e-16,0,0,0,0,0,-1.1102e-16,0,0,0,0,2.2204e-16,2.2204e-16,0,0,0,-1.1102e-16,0,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,-1.1102e-16
-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,0,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,2.2204e-16,0,0,-1.1102e-16,-1.1102e-16,0,0,0,0,0,-1.1102e-16,0,0,2.2204e-16,0,0,2.2204e-16,0
-1.1102e-16,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,-1.1102e-16,0,-1.1102e-16,0,0,-1.1102e-16,0,0,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,0,0,0,0
-1.1102e-16,0,0,-1.1102e-16,0,0,0,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,0,0,0,-1.1102e-16,0,2.2204e-16,0,0,0,-1.1102e-16,-1.1102e-16,0,2.2204e-16
0,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,0,2.2204e-16,0,-1.1102e-16,0,-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,0,0,0,-1.1102e-16,0,0,0,0,0
0,0,-1.1102e-16,0,0,0,0,2.2204e-16,0,-1.1102e-16,-1.1102e-16,0,0,0,0,2.2204e-16,0,-1.1102e-16,0,0,0,0,0,0,0,-1.1102e-16,-1.1102e-16,2.2204e-16,0,-1.1102e-16,0
0,-1.1102e-16,0,0,0,-1.1102e-16,0,0,0,0,0,-1.1102e-16,0,-1.1102e-16,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,0,0,0,0,-1.1102e-16,0
0,0,-1.1102e-16,0,-1.1102e-16,0,0,2.2204e-16,0,0,0,-1.1102e-16,0,0,0,2.2204e-16,0,0,0,0,0,0,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,0,0,0
0,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,2.2204e-16,2.2204e-16,-1.1102e-16,0,0,0,0,2.2204e-16,0,0,0,-1.1102e-16,0,0,0,-1.1102e-16,0,0,0,0,0,-1.1102e-16,-1.1102e-16,0,0
0,-1.1102e-16,0,0,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,0,0,0,-1.1102e-16,2.2204e-16,0,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,-1.1102e-16,2.2204e-16,0,0,-1.1102e-16,0
-1.1102e-16,0,2.2204e-16,0,0,0,0,0,0,0,0,0,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,-1.1102e-16,2.2204e-16
0,0,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,2.2204e-16,0,0,2.2204e-16,-1.1102e-16,0,0,0,-1.1102e-16,0,-1.1102e-16,2.2204e-16,0,0,0,-1.1102e-16,0,-1.1102e-16
-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2204e-16,-1.1102e-16,0,-1.1102e-16,0,0,0,-1.1102e-16,0,0
0,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,-1.1102e-16,0,0,0,0,0,0,-1.1102e-16,0,2.2204e-16,0,0,0,0,0,0,0,0
2.2204e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,-1.1102e-16,0,0,-1.1102e-16,-1.1102e-16,2.2204e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,0,0,0,0,2.2204e-16,-1.1102e-16,-1.1102e-16,0,0,0,0,0,0,2.2204e-16,0
0,-1.1102e-16,-1.1102e-16,0,-1.1102e-16,0,0,-1.1102e-16,-1.1102e-16,2.2204e-16,-1.1102e-16,0,0,2.2204e-16,2.2204e-16,0,0,0,0,0,-1.1102e-16,0,0,0,0,0,0,0,0,0,-1.1102e-16
